#group,false,false,false,true,true,true,true,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double
#default,mean,,,,,,,
,result,table,_time,_start,_stop,_field,pairAddress,_value
,,2943,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7e444838922a29ac7e3c8bec47962cb6dfc6a3b7,7.166318395009895
,,2944,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7e5674eff94996974b43195e6be95257adea6d7a,9.156226608116969
,,2945,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7e9708a2a59a6610a429876f294b6a5477b1346f,4.7488253550201005
,,2946,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7e99598519cf8285c9211e73de2fb2efb5112ecf,24.221352047886576
,,2947,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7ed0b0ed4063a833a15e92583e43e149aa94a845,0.5021605895551126
,,2948,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7ee79f302bbe5a54d699914c767c914257fc1a1e,18.92472360019302
,,2949,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7efa29ab0794fb30d9fe423f933058b5019ed3d0,0.13813963475525406
,,2950,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7efb3d642cc87e6cbfba38fa06ce4013204af005,6.478223879348078
,,2951,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7f1ba3a9115bf6304deda44ab88275f0927ac290,1.0687712871320676
,,2952,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7f29ae3a8360bc9653cad2604c51d6b546bff9c4,1.0433834675096114
,,2953,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7f4c982541cfb604ded0465607ba5e23964e27f5,4.7981258499715524
,,2954,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7f668a10e2feb2f38ff486077f81c5a3d45ed2da,5.5875626350621
,,2955,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7f6c0fff0e52c6768bf81d834bb3670a3dd57932,7.0147622330742045
,,2956,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7f7eb34b433e0bea8420a376cee05554ed49b49f,1.3029006132500691
,,2957,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7fa5c76ecba69b78ff2de9a7c6ab2b8d02f6f746,26.11563598539778
,,2958,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x7fda2d1c603fbc2599d2df472fc8b63af31230c8,5.014771473363058
,,2959,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x80252d6807ad12e515b68dc47cbb65dacb97f4ec,4.172253667692744
,,2960,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8097fdde26c30eec2c142bd64fb39cdd823288aa,2.3134059007502112
,,2961,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x80a69c69c2517f0a05564e5ce6f294af6b8ddcdb,2.0073053361352
,,2962,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x80c54dda80b00e2323d63fdf1053e4ee9a17507a,2.9013930746327814
,,2963,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x80c88db1820dc99d892172649a5c71f997ade5bc,16.480984753301197
,,2964,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x80e9efdc905a8c20f86c369b08966316245f2f35,2.7512628342550793
,,2965,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8120fef9df153b49659a5a1a9d175cec5309661a,2.3028627405265722
,,2966,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8143146b86944041643e0f411a659793cacc79b4,9.52770368441702
,,2967,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x81a330e4e669bfbbad6d14b3c8b37260ab7c63f6,3.0245417481691006
,,2968,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x81a8dc760fd8a9fa622da96212c1f1a32950a98e,3.371858837573835
,,2969,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x820231eeef4ec3d1c10f2233600ad036d6e71f5b,1.6110087966936255
,,2970,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x820f8d878f64a261563e91071ce5c77a51edf85d,4.0669418848043115
,,2971,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8238e6a1232f390e11e790bb7628a9864e4b82c8,7.086326827594376
,,2972,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8249ca64baac07f75b042d03d77449534b2321a0,71.3664431763162
,,2973,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x824bceab77f3c7566a66bc421d9c054b391dc137,3.014614788862689
,,2974,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x825459789af99584c8338a04299b346260fc5898,24.398480457976984
,,2975,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8255ffbb54bbb825cc544b67ccf36526e6101f5e,1.2177534814967406
,,2976,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x82b1057818711871684021c8dfc0f85a5e7e683d,2.308294317435828
,,2977,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x82e2fd6e268e1470b8d98849f8962b99569ade11,2.4997686803526133
,,2978,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8303010cfb3d9422625b89824c60da827db0fe1e,9.8649598403039
,,2979,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x835652cf02cf72527fec3c4e59c7096419ed9835,0.4937820939822028
,,2980,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x835b94f20d5858a234f3bd1d36d1597fc09e12a6,3.4408858668993467
,,2981,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x838945a689933adec486f01236b383d417adc3ad,5.734080129196123
,,2982,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x83c7962b9a5897f8821446a6c57814c8cdbc13e1,1.604179680407243
,,2983,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8453191e06ad600738bc81f5bc718b447c24386d,4.565252698865799
,,2984,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8457af1727d0fa6d3885f9c0ff16d55698a0ad52,5.152567371665384
,,2985,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x845ff69c1a033b7febaf21b905b72f3f6e7fb457,12.707080334333794
,,2986,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8502d3b7112624d1f2b8be21335f3b11d9ee8d6c,2.713742925601865
,,2987,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x85257d2d7f78b87e8984181697822e24b7359268,1.7283416565229628
,,2988,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8533654358b4be5b161d081b58ff8df81dd516a8,12.198615322020778
,,2989,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x85410525d50e74cb9d8ba979bfa8e7f761a04e5b,4.605817957358625
,,2990,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x855d53f4bca052dfb670c7dd6b08502938412cd8,1.4190602226733882
,,2991,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x85a4af4c4273cbeb823776b04ab624b6b8cd130c,4.677198586700181
,,2992,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x85d518aff429a60807114e2ffd8224d166777971,8.938317032086328
,,2993,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x85da6d4fd33150e48a50eae9161c07ae3a17b0a1,11.580450419844684
,,2994,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x85e0a38f535b505ddd9fb304898dea7c693d2478,5.71131116129624
,,2995,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x85f05e91476ff0400e45ce7dc25eda5abe2277ec,3.2571775767096067
,,2996,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x860497d738e559a53747393347ac4f7926488690,1.269732320351131
,,2997,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x86069b2a08e160934b90ec46d7e5fb28933d5827,1.0176993802696623
,,2998,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x865e7e05dfb7d15cf6c356d33b5f220026fcda01,8.345027203944474
,,2999,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x86629ee52c8cca59df2238a9f80dc5e53f102e5d,2.5473778244880996
,,3000,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x86ea0fde744961657f78ee1570433b1c237319d4,2.6702747587113556
,,3001,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8718edb005d7c479b7bbc725144e491d97118fb4,3.235757887395718
,,3002,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x871a9f83cab423d506212e7aaf79e13c1f0c3b79,2.555491035206333
,,3003,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x872fb29fe56b060e0b7c7ed30e255ce52de19847,1.877396471893846
,,3004,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x877c67b7177923d6cc23f7ff07d6676252dd8aad,1.8300296776552678
,,3005,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x878d20b88f89ea6a2cc6191dccfcdcdd6fc21d11,3.5202744459791346
,,3006,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x878e0c9bf41a48848da3d327fce98fab289b34e5,3.175831174767218
,,3007,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x87aab3cb1523821f763bea72b49cc64514752d68,1.9230077121886924
,,3008,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x87d946fe696a94549f70bc328b764acb5213be9e,3.2297746490860457
,,3009,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x87f42f1620187067982355dad03b0af1c514c9b7,4.48865285392887
,,3010,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x883148d4688c971c3073096a9ea3381a3c8379e6,1.365623066832339
,,3011,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x885ddd0c01cf9a831870eb1f7d9374a52d3bc461,7.6109290687091695
,,3012,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x886777a4f5a441cea71ff135751e64ba46ac4f67,5.795930571614658
,,3013,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x88831571f3f3ba60bebb869917da425fedff9ac5,5.249964779073571
,,3014,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x88b047801f2f26a8b1a7ee6f7f2729bcfde48ab0,1.4164244794926908
,,3015,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x88bbae01a5d7682debf975c76d09c3194bde1c32,18.521015677824497
,,3016,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x88cb6a3b7de4d58a8b4f0f9aacbb9d6baaa03bb0,42.444162368858585
,,3017,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x88f1aa8590f4d1e190fef099be8ea4389103408c,2.0997716897683443
,,3018,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x88fd052681a5138ccf5c7a3a74771dbbfe49dea1,1.5059026125282395
,,3019,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x890c634953706038a04f5ee816d898cc76b58079,19.496965446664625
,,3020,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x894cad49d204de79405b191815cc60c65f759829,5.001540661191384
,,3021,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x896fb95e9c6a2b98acd5603e88d7c9ef0caab76c,4.35852529601441
,,3022,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89722bf6cb9dcac8d96f3f955a6d2d8efd6d8dbc,4.266073975225795
,,3023,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89808d79f2155f455fa2d042199cb7005076f5f1,3.525299027726369
,,3024,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8993bbf4a70b2489c6645fa4a4f4f4da70022902,3.3616850159903198
,,3025,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x899579f14805b435b92779f8d3f3057d8a890c2a,7.2551501180923115
,,3026,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89a13dbc89d05c4fefdb032e2a34f232ae637cfd,48.5125962431304
,,3027,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89aafd76d720a9a32dcf7515bf4edf56dd3aadaf,4.957171161654784
,,3028,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89abe78df3415468510208ba110695866bd2cd2c,3.422579791795357
,,3029,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89c6fbbb9e23c37c10a9824281dde5c42f05507c,0.9172635317255328
,,3030,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89f2fadb7f6cdff0809c7eabf7bccc647e4365f2,4.8095071301610615
,,3031,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89fcbb8a936a5c03818720564f423e7d48aca688,1.433285610467228
,,3032,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x89fe87e11b88f867578b478ff68c4312f499f0cf,4.028728302801503
,,3033,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8ab8e978765f0c6817767053989c426c2084e20f,9.21499669049901
,,3034,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8ad3e9eab34c6bc1e1543a97aeb528ba24d4295a,12.989743999303268
,,3035,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8ad5aacecf3761d67a12a838532b346488a4e09f,13.063940303059717
,,3036,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b0e549b56335fabb6794624b54e81f0943f9021,2.582111567551856
,,3037,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b1e94dab7c91eac0d75b1b03b499421b0336830,4.587582040492349
,,3038,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b2937df9b71a6c277d4a02e6a9b22a4e1332ab1,12.173760880826316
,,3039,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b654aeaffdd67c82a7afeccb1a86af8dc3d0530,13.786013233596274
,,3040,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b68844dd88a7f0cccc8c8700e770060aaea4dd6,16.79018527559946
,,3041,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b83f84ee0dbd3815dc368fbd3ce3e0506721005,2.091335749115266
,,3042,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b8a164d4bb7765ded69aea3227562cba1803555,5.2819150736374105
,,3043,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8b8b3c8054345cad71c31c414459bf2b0576cb11,10.700523029620442
,,3044,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8c27976a9e38ac6bd7bdac9e4c2d91cd67f5a498,4.216752215119426
,,3045,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8c4071df169ee9561ed5da687ed820fd4ed7ec0c,6.929798877558629
,,3046,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8c4ddc74305ea53dc2ae1388fd4f73f96079512d,2.05519879505618
,,3047,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8c6458d60d95e505ea7870921480b06963318c56,4.089731543793499
,,3048,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8cb44f296789b422511034551364d790a07f7d51,3.3361230856282424
,,3049,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8d190c2523ec108e3e6f2b9bf05080ceec7867f9,1.698546295498001
,,3050,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8d39bc87a28a2e67b0edfa995ec5452b648a5f64,2.688451962219514
,,3051,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8d4ce8c21256910a813e424eca82026244960c4c,11.28743969861019
,,3052,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8d568a77948d1f43e7d279f52fc4e9827886983a,5.817706300368164
,,3053,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8dc68b823db8bf794eaa232b1b4cf51afaa7d703,2.3291746256843733
,,3054,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8e23553ef9d0a30ca5128a69c4e23ff0bbea4e3e,3.638217638746976
,,3055,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8e2ff2f9365e1db057e1b51b8cf1de3c97d2606e,4.098198846569648
,,3056,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8f2adee1a61e00fe19bd51dba576e9e649667d80,7.582815833489083
,,3057,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8f4d4dd3c2f957b57101d3fc030f9a39b275326f,10.707296822729425
,,3058,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8f4dda81546d2d5554627607ad7f6f0d778aaeac,1.7977199792607022
,,3059,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8f69c4ca8a15f1817b43e3b74c35d358e828f92e,8.085352504137834
,,3060,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8f9b5c7677baf3c1253bce6cf782d786577fd728,13.840291087260372
,,3061,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8fcb21aafb39d205b718ac9f51b2d212385bdc04,2.9847789901660735
,,3062,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8ff5d66fcc9dff01f77a51e9326cf5707c366830,1.5149714125395743
,,3063,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x8ff8fa62daf2a0e55333799a5c0cf1e5ffb020a2,3.605726401861716
,,3064,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x90360882e256a2cca52e8f8f410079b6d3fc54cd,2.59379944750555
,,3065,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x907054ef04cca84c1b4a1c6b75f7d73b8dc3348b,2.789713223313111
,,3066,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x909116fcba27322265a8e43a18bbe3abe64cc42a,1.6276206248791054
,,3067,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x90ac4e6aef2b8fa706b26dbd7c30e95b8e399620,1.7088269180267708
,,3068,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x90b59b6fc3deb556683836b6a93ee2f6ddf009cb,4.275095040109977
,,3069,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x90e35dcfc350aed55f81f5ba3bfd45eed1283c70,2.7783377279146455
,,3070,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x910cab35c3883002145a1b15b716bda102e9f3fb,54.288230678170315
,,3071,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x911b9f45ab1f59da150908e6d0b1c0ffd484f32b,4.948535585022157
,,3072,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x912e838f7cc8dbc55ef58991433e354e3224b8d3,9.430486016564691
,,3073,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeToken0,0x9144b6aa44d6df5cc9868533e6cd7345fa0e078d,2207.4530491956525
