#group,false,false,false,true,true,true,true,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double
#default,mean,,,,,,,
,result,table,_time,_start,_stop,_field,pairAddress,_value
,,6126,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1b5e3cae6d89db9032db9be2feeeb3684335ec0d,0
,,6127,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1b66beec10a94a83b423064878e269e0894777a5,0
,,6128,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1b8aa0d4171528da5053477a0fb553287e5a0d28,43065.95101590634
,,6129,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1beae9d993eadbb8027ac924121d16a691cf5fe8,0
,,6130,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1c0238f62542c0ca5128beb66698bbde2beb2b93,0
,,6131,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1c0adb0d7901fbe015a758dc4c48dd585696d9bf,0
,,6132,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1c39f8ad327e33dc65384007f14ddcc6d15a7657,0
,,6133,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1c9438df8c2a952f7fa6bcb0929d4c8a28e2369d,0
,,6134,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1c9e86f9168961dd451ef02df7074ed0d1ee1424,0
,,6135,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1ca318818c7d65fd01606d9b2771b9ab8f87f460,0
,,6136,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1cb06b32932e2f9a67b569f7e52da9a9072ea223,0
,,6137,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1cb144912cffba76255c955440da47d6cdc414eb,0
,,6138,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1cf4b25ea65cec291fd17aa3769867c32de0fff3,75251.2152568181
,,6139,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1d34da32ee78688ec548852654f5b89ed6b3d6fa,0
,,6140,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1d6bc0bacb5b51bfbebaf2c76e881a46d23dc1cf,0
,,6141,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1d7dac6e2a1cc68fd753b491769924666a26cdc2,0
,,6142,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1d83435f1ddbb1afa4ebea9672e1d4dff69cf8b1,0
,,6143,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1d954e2868004f48cddf2bc15a40abb4c143ff5b,0
,,6144,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1db03f061c95df2206624c318dd616749d08b6c8,0
,,6145,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1dbe5ac06999f50534736af50144469f0382be3e,0
,,6146,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1dcd6c78665e9c869d846b9743bae909821d9952,0
,,6147,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1ddddf73d664d08e697f231f99db506d0eaebc01,0
,,6148,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1dfc0292fd3d17ea5a6037f7c7fd6d9c1eca7e6c,0
,,6149,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e1015bba97636e89bd406869115361a004e68fb,0
,,6150,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e28d7695f6f82dc4751b4add4c7e4b87cd18f22,0
,,6151,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e326499edc2d330edfa49de7d6ca3f80eda1b09,0
,,6152,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e38fcef950fd1416034d76e707b043344a9c8f8,0
,,6153,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e5219373753dc6bf20002f1f346343ad726ef4e,0
,,6154,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e5d1a968681492dfd736c9d0227c60d1cc918f7,0
,,6155,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e66f9880ef1a40b0abd9670e474004a819cfa4d,0
,,6156,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1e9277fa8b826c9bb6749b92394b50dfdc83ea3b,0
,,6157,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1ea2811078dabd4d27f01bcd30b39c3d6f119ecc,0
,,6158,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1ee9fba5cf0015f443d88a6a522168d6a170ea70,0
,,6159,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1eef2e04db9d39814c4255db6e5c8fbd7421a703,0
,,6160,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1f1bfb82b00b1dcb08e37982f3341773aad0740e,0
,,6161,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1f6c2f4b99ea69b5e0ebd8505d7bbde93636f813,0
,,6162,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1f845fa79a2436bd644aa08c064806c47ed0308b,0
,,6163,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1fa02a1b0298124f2a16c74065d310dd11fb21b2,0
,,6164,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1fea2aaf556dea768f2d0045a7da3e506a9dcd6f,0
,,6165,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1feccba505263b4a735cf13d7cd1bbda17050016,0
,,6166,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x1ffcbf4081b39ce08504b6a638e5496eca6039b1,0
,,6167,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x200008b2a300dee5bb572df522bd9866ae74c6b1,0
,,6168,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2014b41d9adbc58245a9c008693512d6088f9cc9,0
,,6169,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x20373e1f8837921c3b044c94878bd919cc53485c,0
,,6170,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x204c9857dd5197c2f8747ca1fecf0dfb07bcf01f,0
,,6171,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2066394c29da3b0893154e0d00f8441ccdcad35f,0
,,6172,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2075b0af8f07d1f9a26be3af6d4e2d071a07e5b1,0
,,6173,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x208eb843eaf6acb64aefcaa9a09517ff0206ea79,0
,,6174,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x20ae61512233582ca18a57fb2251013dce22a1cc,0
,,6175,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x20c4c7f9de741f0a96202f59e1055d95e0ef580a,0
,,6176,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x20d487736bd4b839675bb4c96059f60069b89b01,0
,,6177,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x20e3206a18b622ffe97a3a7c4205e346e27d8a31,0
,,6178,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x20eb4994bfa7a27561ee73ae376bcdcf835b4997,0
,,6179,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x20f676538588f8820c3bb763deec21b06ec04360,0
,,6180,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x213df904bd6c618a2400340576abe5ba4edefad8,0
,,6181,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x21906cd95640d458e914f3c2a1b8e0315abbaab8,4343.833647571299
,,6182,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x21a4996db15eaacc1ed89741fc963c5d66d1d232,0
,,6183,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x21c949e358d8afc284cb84bb1f306c9b099de51c,0
,,6184,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x21d048e9cc7c276c80dcc30c823bee19d4f6a95d,0
,,6185,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x22341df54eca251b2c92ed269e8130e8e86e015e,0
,,6186,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x226a504ebe70b6ff29405b11c511d0bd5eb27292,0
,,6187,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x229cff74b84e12521c3370420b7c3670be04d5da,5824.698149051658
,,6188,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x22a295299b1ca625500ea9181f66eaf96959c9e9,0
,,6189,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x22c733bf96c965fad9768ef84db710c195ed92fa,4515.416636276728
,,6190,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x22c9745642027fae5542d1040a6420587510eff1,0
,,6191,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x232661c1f3f3e41da2b0e37161e739598a39ad34,0
,,6192,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x23610e42ac8bc888cb1bc9c614a7a79039578a86,9658.71081284014
,,6193,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x238695ccf10cc92907aef7993084c05653920117,0
,,6194,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x24016b1f25da1d7f2caa51b04ca29aa84942702e,0
,,6195,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2410bd3fc76c54fbb46c13879732e05f05231f39,0
,,6196,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2413cdb6326419463da2706111649e0ebfcb795f,0
,,6197,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x241c070bda50416e11ac8401cbbbe3adf3365a20,0
,,6198,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2426b671d486ffdbd6ed8c4e83c45ffef7a9a39f,0
,,6199,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x243233fbd378a105c1e9c2b82e3d3f6851f79761,0
,,6200,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x246a48a8545793c590357bcff46a8265ec246a6d,0
,,6201,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2488bf2d758f3b13502dc171f0441238220e0589,0
,,6202,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2492faddbe8648f004f4b838c07596c406a44429,0
,,6203,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x24e0101ab6f2e11c072457705b1f679e8dfb5001,0
,,6204,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x24fd18ed04d85c81b7141eec40a4add0f510fa9a,0
,,6205,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2513b1fb1a90663749b497dd7288ede6d34403de,0
,,6206,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x25271eeb78d396c3b679a9f3c71f8e1d5ffa5488,0
,,6207,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x252913469c1a9f91f2ef4b8cdf75250b42334cef,0
,,6208,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x253eb8f901711b81598103df1637aa9f499c1cf6,0
,,6209,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2547bcc25c6c74909bedbe653673a75dd4891c7c,0
,,6210,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2554684b1931a78ee3f871a3780976978846373e,0
,,6211,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x25942771b17f3790bf32cae7af7d539ce42cdc79,178536.8395661301
,,6212,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x25d17ebd3de912785b88aeb70bc043123c1e902e,0
,,6213,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x262a6aba04f29d87875091086f2793cceaff46ee,0
,,6214,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2644fc910131a35ff0727323e05e2df032816f2b,0
,,6215,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x268553e09386be90e6328513247f63afa402c985,0
,,6216,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x26e8352baf3c24a1c5dfea4c32e8984b2d1b41cc,0
,,6217,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x26fb3e2d79c682a4f2644af265d862bc87fd6555,0
,,6218,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x279c294ae40afaedfec539591f5b06817339a63a,0
,,6219,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x27d31f0c0c1da34d3c0819f1bd86eb29909224a3,0
,,6220,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x280f9ce40782565c61a97deb05565838a9a58e7e,0
,,6221,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x281fdf025918cb27588382b50d94921869b02271,0
,,6222,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x283d878259130a9ea98160e2dd614388003cefe9,0
,,6223,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x284865c420105ddcffe9004a8f06acb9ee70936a,40131.19457550908
,,6224,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x28543953477211d441a4f26d40ba8bdfa08d40fa,0
,,6225,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2854fbda37ac17aa184772bca10d2ca731e06c8c,0
,,6226,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x28619f138166bd7b4f2727a01873ca757b87e54e,0
,,6227,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x286d9a8076afbce265da01387df0226889ac1b64,0
,,6228,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x288a168778be69b43f28294b31a62088f2ef9f5b,0
,,6229,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x288d855d55008c65f642549b38f7037bc80bedc1,0
,,6230,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x28a28fec2d2b7163941c53887eb9d1aec17e51ac,0
,,6231,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x28d3b36c0e064b455b8ca28cc0fb57fe20f949f9,0
,,6232,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x28ec38cabb8aa878b88538e23b3f546a3d3c5e8f,2089.634385007728
,,6233,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x29307acc07feb768dc8a09227c7d159550e96e37,0
,,6234,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x293580eedd8928ea58cc27055b7d489f9a3a2e25,0
,,6235,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x293d4c0e24ed7d10ae02ef2344af1b6bed8b308e,0
,,6236,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2943588d32ce510595c547307524a390650efda8,0
,,6237,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x29579d06f56a558442d122dfd03140fcbbd88d3f,3361.710694582109
,,6238,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x296c0fee3b04b6fbe5dfbfeada34409f7ff2e118,0
,,6239,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x29799805d728ebe424abb605349afd35d4d7c6fb,6190.960224163218
,,6240,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x29accb7fafc379418ee41e60d988038fdc6f02d5,0
,,6241,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x29b49beb22e5e2feb81c507c043fde251464e989,0
,,6242,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a1e3983135a102a066f97e0ea49d1395661a00a,0
,,6243,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a20b8ada17d07228921882de0f40f8ea4c097a9,0
,,6244,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a2bca2eebfac28968cbcffffb80785eb31b94e7,0
,,6245,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a361c07ffd147f62c4b6696b053a49bd2e0b713,0
,,6246,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a3aab00cc7573993620da6d69219e14e2540d5b,2617.567722218654
,,6247,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a5284abad3d30d9aae0742736c7c9f7db43da92,0
,,6248,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a650f7fb0e947c5b41e92e8e6c81923637f2898,0
,,6249,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2a71f31cd5db74abcff8db3c9bbb641e39a2394c,0
,,6250,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2aeb1edd507a75f524cfa292b3e0ed76b0c0d056,0
,,6251,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2af2915d54387ce4e9506650da500de54d80abd4,0
,,6252,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2afd651fcf4b4cd78281a0bc8bbe1ffb12b0dd00,0
,,6253,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2b174ad34d58764e81640d9d9dc586772e875739,3853.472256597018
,,6254,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2b406fbe2905eec213748022a49aa16105ddd59a,0
,,6255,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2b76272f365d4d44b159e06496ebc77e01ed0d7e,85118.73050987396
,,6256,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2b905c3bf05cef8d8ec9c36da5ae4557f3ee6f7a,0
,,6257,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2bb7d055428b8cf3369628af3a885e6ca4a5d523,0
,,6258,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2bb80707d648e9477b951c5b2771353077b3aa14,0
,,6259,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2be32899009a5661b5b821156f07400eb94a3e14,0
,,6260,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2c0cb0f673f330f37837566eecf5b1c7274b3265,0
,,6261,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2c0d84918a160a78187c9b5578637dc1d7e185ff,0
,,6262,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2c1772a2cfbc9a2c5b3d4f416fbac03fd5c928ff,0
,,6263,2023-08-01T03:15:16.745671Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2c43f5288a9a64cbebe39070e6f65f582f7c7433,0
,,6264,2023-08-01T03:00:00Z,2023-07-02T03:15:16.745671Z,2023-08-01T03:15:16.745671Z,hourlyVolumeUSD,0x2c507fdbc9b7580fc6d4473c43e32fe480a943cb,0
